pid,date,cpu,mem
582,17:27:24,0,0
6273,17:27:24,0,0.8
6007,17:27:24,0,1.7
6026,17:27:24,0,0.4
6013,17:27:24,0,1.3
249,17:27:25,0,2
395,17:27:25,0,1.1
141,17:27:25,0,1.4
6043,17:27:25,0.2,3.6
6020,17:27:25,0,1.8
6338,17:27:25,0,1.4
172,17:27:25,0,1.1
406,17:27:25,0.2,0.3
343,17:27:25,0,0.6
6126,17:27:25,0,4.4
6272,17:27:25,0,0.3
6216,17:27:25,0,0.2
6002,17:27:25,0,3.1
6350,17:27:25,0,0.2
6211,17:27:25,0,0.1
582,17:27:25,0,0
6273,17:27:25,0,0.8
6007,17:27:25,0,1.7
6026,17:27:25,0,0.4
6013,17:27:25,0,1.3
249,17:27:26,0,2
395,17:27:26,0.6,1.1
141,17:27:26,0,1.4
6043,17:27:26,0.4,3.6
6020,17:27:26,0,1.8
6338,17:27:26,0,1.4
172,17:27:26,0,1.1
406,17:27:26,0,0.3
343,17:27:26,0,0.6
6126,17:27:26,0,4.4
6272,17:27:26,0,0.3
6216,17:27:26,0,0.2
6002,17:27:26,0.2,3.1
6350,17:27:26,0,0.2
6211,17:27:26,0,0.1
582,17:27:26,0,0
6273,17:27:26,0,0.8
6007,17:27:26,0,1.7
6026,17:27:26,0,0.4
6013,17:27:26,0.1,1.3
249,17:27:27,0,2
395,17:27:27,0,1.1
141,17:27:27,0,1.4
6043,17:27:27,0.3,3.6
6020,17:27:27,0,1.8
6338,17:27:27,0,1.4
172,17:27:27,0,1.1
406,17:27:27,0,0.3
343,17:27:27,0,0.6
6126,17:27:27,0,4.4
6272,17:27:27,0,0.3
6216,17:27:27,0,0.2
6002,17:27:27,0.1,3.1
6350,17:27:27,0,0.2
6211,17:27:27,0,0.1
582,17:27:27,0,0
6273,17:27:27,0,0.8
6007,17:27:27,0,1.7
6026,17:27:27,0,0.4
6013,17:27:27,0,1.3
249,17:27:28,0,2
395,17:27:28,0,1.1
141,17:27:28,0,1.4
6043,17:27:28,0.6,3.6
6020,17:27:28,0,1.8
6338,17:27:28,0,1.4
172,17:27:28,0,1.1
406,17:27:28,0,0.3
343,17:27:28,0,0.6
6126,17:27:28,0,4.4
6272,17:27:28,0,0.3
6216,17:27:28,0,0.2
6002,17:27:28,0.1,3.1
6350,17:27:28,0,0.2
6211,17:27:28,0,0.1
582,17:27:28,0,0
6273,17:27:28,0,0.8
6007,17:27:28,0,1.7
6026,17:27:28,0,0.4
6013,17:27:28,0.1,1.3
249,17:27:29,0,2
395,17:27:29,0,1.1
141,17:27:29,0,1.4
6043,17:27:29,0.4,3.6
6020,17:27:29,0,1.8
6338,17:27:29,0,1.4
172,17:27:29,0,1.1
406,17:27:29,0,0.3
343,17:27:29,0,0.6
6126,17:27:29,0,4.4
6272,17:27:29,0,0.3
6216,17:27:29,0,0.2
6002,17:27:29,0.2,3.1
6350,17:27:29,0,0.2
6211,17:27:29,0,0.1
582,17:27:29,0,0
6273,17:27:29,0,0.8
6007,17:27:29,0,1.7
6026,17:27:29,0,0.4
6013,17:27:29,0.1,1.3
249,17:27:30,0,2
395,17:27:30,0,1.1
141,17:27:30,0,1.4
6043,17:27:30,0.6,3.6
6020,17:27:30,0,1.8
6338,17:27:30,0,1.4
172,17:27:30,0,1.1
406,17:27:30,0.1,0.3
343,17:27:30,0,0.6
6126,17:27:30,0,4.4
6272,17:27:30,0,0.3
6216,17:27:30,0,0.2
6002,17:27:30,0.1,3.1
6350,17:27:30,0,0.2
6211,17:27:30,0,0.1
582,17:27:30,0,0
6273,17:27:30,0,0.8
6007,17:27:30,0,1.7
6026,17:27:30,0,0.4
6013,17:27:30,0.1,1.3
249,17:27:31,0,2
395,17:27:31,0.3,1.1
141,17:27:31,0.1,1.4
6043,17:27:31,0.5,3.6
6020,17:27:31,0,1.8
6338,17:27:31,0,1.4
172,17:27:31,0,1.1
406,17:27:31,0,0.3
343,17:27:31,0,0.6
6126,17:27:31,0,4.4
6272,17:27:31,0,0.3
6216,17:27:31,0,0.2
6002,17:27:31,0.1,3.1
6350,17:27:31,0,0.2
6211,17:27:31,0,0.1
582,17:27:31,0,0
6273,17:27:31,0,0.8
6007,17:27:31,0,1.7
6026,17:27:31,0,0.4
6013,17:27:31,0.1,1.3
249,17:27:33,0,2
395,17:27:33,0,1.1
141,17:27:33,0,1.4
6043,17:27:33,0.4,3.6
6020,17:27:33,0,1.8
6338,17:27:33,0,1.4
172,17:27:33,0,1.1
406,17:27:33,0,0.3
343,17:27:33,0,0.6
6126,17:27:33,0,4.4
6272,17:27:33,0,0.3
6216,17:27:33,0,0.2
6002,17:27:33,0.1,3.1
6350,17:27:33,0,0.2
6211,17:27:33,0,0.1
582,17:27:33,0,0
6273,17:27:33,0,0.8
6007,17:27:33,0,1.7
6026,17:27:33,0,0.4
6013,17:27:33,0,1.3
249,17:27:34,0,2
395,17:27:34,0,1.1
141,17:27:34,0,1.4
6043,17:27:34,0.4,3.6
6020,17:27:34,0,1.8
6338,17:27:34,0,1.4
172,17:27:34,0,1.1
406,17:27:34,0,0.3
343,17:27:34,0,0.6
6126,17:27:34,0,4.4
6272,17:27:34,0,0.3
6216,17:27:34,0,0.2
6002,17:27:34,0.2,3.1
6350,17:27:34,0,0.2
6211,17:27:34,0,0.1
582,17:27:34,0,0
6273,17:27:34,0,0.8
6007,17:27:34,0,1.7
6026,17:27:34,0,0.4
6013,17:27:34,0,1.3
249,17:27:35,0,2
395,17:27:35,0,1.1
141,17:27:35,0,1.4
6043,17:27:35,0.4,3.6
6020,17:27:35,0,1.8
6338,17:27:35,0,1.4
172,17:27:35,0,1.1
406,17:27:35,0,0.3
343,17:27:35,0,0.6
6126,17:27:35,0,4.4
6272,17:27:35,0,0.3
6216,17:27:35,0,0.2
6002,17:27:35,0.2,3.1
6350,17:27:35,0,0.2
6211,17:27:35,0,0.1
582,17:27:35,0,0
6273,17:27:35,0,0.8
6007,17:27:35,0.2,1.7
6026,17:27:35,0,0.4
6013,17:27:35,0.1,1.3
249,17:27:36,0,2
395,17:27:36,0,1.1
141,17:27:36,0,1.4
6043,17:27:36,0.3,3.6
6020,17:27:36,0,1.8
6338,17:27:36,0,1.4
172,17:27:36,0,1.1
406,17:27:36,0,0.3
343,17:27:36,0,0.6
6126,17:27:36,0.1,4.4
6272,17:27:36,0,0.3
6216,17:27:36,0,0.2
6002,17:27:36,0.2,3.1
6350,17:27:36,0,0.2
6211,17:27:36,0,0.1
582,17:27:36,0,0
6273,17:27:36,0,0.8
6007,17:27:36,0,1.7
6026,17:27:36,0,0.4
6013,17:27:36,0,1.3
249,17:27:37,0,2
395,17:27:37,0.1,1.1
141,17:27:37,6.8,1.4
6043,17:27:37,11.5,3.6
6020,17:27:37,0,1.8
6338,17:27:37,0,1.4
172,17:27:37,0,1.1
406,17:27:37,0,0.3
343,17:27:37,0,0.6
6126,17:27:37,0,4.4
6272,17:27:37,0,0.3
6216,17:27:37,0,0.2
6002,17:27:37,0,3.1
6350,17:27:37,0,0.2
6211,17:27:37,0,0.1
582,17:27:37,0,0
6273,17:27:37,7,0.8
6007,17:27:37,0,1.7
6026,17:27:37,0,0.4
6013,17:27:37,0,1.3
249,17:27:38,0,2
395,17:27:38,0,1.1
141,17:27:38,3.9,1.4
6043,17:27:38,2.2,3.6
6020,17:27:38,0,1.8
6338,17:27:38,0,1.4
172,17:27:38,0,1.1
406,17:27:38,0,0.3
343,17:27:38,0,0.6
6126,17:27:38,0.3,4.4
6272,17:27:38,0,0.3
6216,17:27:38,0,0.2
6002,17:27:38,0.1,3.1
6350,17:27:38,0,0.2
6211,17:27:38,0,0.1
582,17:27:38,0,0
6273,17:27:38,1.1,0.8
6007,17:27:38,0,1.7
6026,17:27:38,0,0.4
6013,17:27:38,0,1.3
249,17:27:39,0,2
395,17:27:39,0,1.1
141,17:27:39,5.1,1.4
6043,17:27:39,41.5,3.6
6020,17:27:39,0,1.8
6338,17:27:39,0,1.4
172,17:27:39,0,1.1
406,17:27:39,0,0.3
343,17:27:39,0,0.6
6126,17:27:39,0.1,4.4
6272,17:27:39,0,0.3
6216,17:27:39,0,0.2
6002,17:27:39,0.2,3.1
6350,17:27:39,0,0.2
6211,17:27:39,0,0.1
582,17:27:39,0,0
6273,17:27:39,1.1,0.8
6007,17:27:39,0,1.7
6026,17:27:39,0,0.4
6013,17:27:39,0.1,1.3
249,17:27:40,0,2
395,17:27:40,0,1.1
141,17:27:40,5.6,1.4
6043,17:27:40,49.6,3.6
6020,17:27:40,0,1.8
6338,17:27:40,0,1.4
172,17:27:40,0,1.1
406,17:27:40,0,0.3
343,17:27:40,0,0.6
6126,17:27:40,0.1,4.4
6272,17:27:40,0,0.3
6216,17:27:40,0,0.2
6002,17:27:40,0,3.1
6350,17:27:40,0,0.2
6211,17:27:40,0,0.1
582,17:27:40,0,0
6273,17:27:40,0,0.8
6007,17:27:40,0,1.7
6026,17:27:40,0,0.4
6013,17:27:40,0,1.3
249,17:27:41,0,2
395,17:27:41,0,1.1
141,17:27:41,1.5,1.4
6043,17:27:41,19.8,3.6
6020,17:27:41,0,1.8
6338,17:27:41,0,1.4
172,17:27:41,0,1.1
406,17:27:41,0,0.3
343,17:27:41,0,0.6
6126,17:27:41,0,4.4
6272,17:27:41,0,0.3
6216,17:27:41,0,0.2
6002,17:27:41,0,3.1
6350,17:27:41,0,0.2
6211,17:27:41,0,0.1
582,17:27:41,0,0
6273,17:27:41,0,0.8
6007,17:27:41,0,1.7
6026,17:27:41,0,0.4
6013,17:27:41,0,1.3
249,17:27:42,0,2
395,17:27:42,0,1.1
141,17:27:42,0.3,1.4
6043,17:27:42,2,3.6
6020,17:27:42,0.5,1.8
6338,17:27:42,0,1.4
172,17:27:42,0,1.1
406,17:27:42,0,0.3
343,17:27:42,0,0.6
6126,17:27:42,0.6,4.4
6272,17:27:42,0,0.3
6216,17:27:42,0,0.2
6002,17:27:42,1.1,3.1
6350,17:27:42,0,0.2
6211,17:27:42,0,0.1
582,17:27:42,0,0
6273,17:27:42,0,0.8
6007,17:27:42,0,1.7
6026,17:27:42,0,0.4
6013,17:27:42,0,1.3
249,17:27:43,0,2
395,17:27:43,0,1.1
141,17:27:43,0.3,1.4
6043,17:27:43,0.2,3.6
6020,17:27:43,0,1.8
6338,17:27:43,0,1.4
172,17:27:43,0,1.1
406,17:27:43,0,0.3
343,17:27:43,0,0.6
6126,17:27:43,0,4.4
6272,17:27:43,0,0.3
6216,17:27:43,0,0.2
6002,17:27:43,0,3.1
6350,17:27:43,0,0.2
6211,17:27:43,0,0.1
582,17:27:43,0,0
6273,17:27:43,0,0.8
6007,17:27:43,0,1.7
6026,17:27:43,0,0.4
6013,17:27:43,0,1.3
249,17:27:44,0,2
395,17:27:44,0,1.1
141,17:27:44,0,1.4
6043,17:27:44,0.2,3.6
6020,17:27:44,0,1.8
6338,17:27:44,0,1.4
172,17:27:44,0,1.1
406,17:27:44,0,0.3
343,17:27:44,0,0.6
6126,17:27:44,0.1,4.4
6272,17:27:44,0,0.3
6216,17:27:44,0,0.2
6002,17:27:44,0.3,3.1
6350,17:27:44,0,0.2
6211,17:27:44,0,0.1
582,17:27:44,0,0
6273,17:27:44,0,0.8
6007,17:27:44,0,1.7
6026,17:27:44,0,0.4
6013,17:27:44,0,1.3
249,17:27:45,0,2
395,17:27:45,0,1.1
141,17:27:45,0,1.4
6043,17:27:45,0.3,3.6
6020,17:27:45,0,1.8
6338,17:27:45,0,1.4
172,17:27:45,0,1.1
406,17:27:45,0.6,0.3
343,17:27:45,0,0.6
6126,17:27:45,0.3,4.4
6272,17:27:45,0,0.3
6216,17:27:45,0,0.2
6002,17:27:45,0.1,3.1
6350,17:27:45,0,0.2
6211,17:27:45,0,0.1
582,17:27:45,0,0
6273,17:27:45,0,0.8
6007,17:27:45,0,1.7
6026,17:27:45,0,0.4
6013,17:27:45,0,1.3
249,17:27:46,0,2
395,17:27:46,0,1.1
141,17:27:46,0,1.4
6043,17:27:46,0.2,3.6
6020,17:27:46,0,1.8
6338,17:27:46,0,1.4
172,17:27:46,0,1.1
406,17:27:46,0,0.3
343,17:27:46,0,0.6
6126,17:27:46,0.2,4.4
6272,17:27:46,0,0.3
6216,17:27:46,0,0.2
6002,17:27:46,0.2,3.1
6350,17:27:46,0,0.2
6211,17:27:46,0,0.1
582,17:27:46,0,0
6273,17:27:46,0,0.8
6007,17:27:46,0,1.7
6026,17:27:46,0,0.4
6013,17:27:46,0.1,1.3
249,17:27:47,0,2
395,17:27:47,0,1.1
141,17:27:47,0,1.4
6043,17:27:47,0.3,3.6
6020,17:27:47,0,1.8
6338,17:27:47,0,1.4
172,17:27:47,0,1.1
406,17:27:47,0,0.3
343,17:27:47,0,0.6
6126,17:27:47,0.3,4.4
6272,17:27:47,0,0.3
6216,17:27:47,0,0.2
6002,17:27:47,0.2,3.1
6350,17:27:47,0,0.2
6211,17:27:47,0,0.1
582,17:27:47,0,0
6273,17:27:47,0,0.8
6007,17:27:47,0,1.7
6026,17:27:47,0,0.4
6013,17:27:47,0,1.3
249,17:27:48,0,2
395,17:27:48,0,1.1
141,17:27:48,0,1.4
6043,17:27:48,0.4,3.6
6020,17:27:48,0,1.8
6338,17:27:48,0,1.4
172,17:27:48,0,1.1
406,17:27:48,0,0.3
343,17:27:48,0,0.6
6126,17:27:48,0.1,4.4
6272,17:27:48,0,0.3
6216,17:27:48,0,0.2
6002,17:27:48,0,3.1
6350,17:27:48,0,0.2
6211,17:27:48,0,0.1
582,17:27:48,0,0
6273,17:27:48,0,0.8
6007,17:27:48,0,1.7
6026,17:27:48,0,0.4
6013,17:27:48,0,1.3
249,17:27:49,0,2
395,17:27:49,0,1.1
141,17:27:49,0,1.4
6043,17:27:49,0.3,3.6
6020,17:27:49,0,1.8
6338,17:27:49,0,1.4
172,17:27:49,0,1.1
406,17:27:49,0,0.3
343,17:27:49,0,0.6
6126,17:27:49,0.3,4.4
6272,17:27:49,0,0.3
6216,17:27:49,0,0.2
6002,17:27:49,0.2,3.1
6350,17:27:49,0,0.2
6211,17:27:49,0,0.1
582,17:27:49,0,0
6273,17:27:49,0,0.8
6007,17:27:49,0,1.7
6026,17:27:49,0,0.4
6013,17:27:49,0,1.3
249,17:27:50,0,2
395,17:27:50,0,1.1
141,17:27:50,0,1.4
6043,17:27:50,0.4,3.6
6020,17:27:50,0,1.8
6338,17:27:50,0,1.4
172,17:27:50,0,1.1
406,17:27:50,0.3,0.3
343,17:27:50,0,0.6
6126,17:27:50,0.2,4.4
6272,17:27:50,0,0.3
6216,17:27:50,0,0.2
6002,17:27:50,0,3.1
6350,17:27:50,0,0.2
6211,17:27:50,0,0.1
582,17:27:50,0,0
6273,17:27:50,0,0.8
6007,17:27:50,0,1.7
6026,17:27:50,0,0.4
6013,17:27:50,0,1.3
249,17:27:51,0,2
395,17:27:51,0,1.1
141,17:27:51,3.3,1.4
6043,17:27:51,8.1,3.6
6020,17:27:51,0,1.8
6338,17:27:51,0,1.4
172,17:27:51,0,1.1
406,17:27:51,0,0.3
343,17:27:51,0,0.6
6126,17:27:51,0.1,4.4
6272,17:27:51,0,0.3
6216,17:27:51,0,0.2
6002,17:27:51,0.2,3.1
6350,17:27:51,0,0.2
6211,17:27:51,0,0.1
582,17:27:51,0,0
6273,17:27:51,0,0.8
6007,17:27:51,0,1.7
6026,17:27:51,0,0.4
6013,17:27:51,0,1.3
249,17:27:52,0,2
395,17:27:52,0,1.1
141,17:27:52,0.1,1.4
6043,17:27:52,0.7,3.6
6020,17:27:52,0,1.8
6338,17:27:52,0,1.4
172,17:27:52,0,1.1
406,17:27:52,0,0.3
343,17:27:52,0,0.6
6126,17:27:52,0.1,4.4
6272,17:27:52,0,0.3
6216,17:27:52,0,0.2
6002,17:27:52,0.1,3.1
6350,17:27:52,0,0.2
6211,17:27:52,0,0.1
582,17:27:52,0,0
6273,17:27:52,0,0.8
6007,17:27:52,0,1.7
6026,17:27:52,0,0.4
6013,17:27:52,0,1.3
249,17:27:53,0,2
395,17:27:53,0,1.1
141,17:27:53,0,1.4
6043,17:27:53,0.4,3.6
6020,17:27:53,0,1.8
6338,17:27:53,0,1.4
172,17:27:53,0,1.1
406,17:27:53,0,0.3
343,17:27:53,0,0.6
6126,17:27:53,0.1,4.4
6272,17:27:53,0,0.3
6216,17:27:53,0,0.2
6002,17:27:53,0.1,3.1
6350,17:27:53,0,0.2
6211,17:27:53,0,0.1
582,17:27:53,0,0
6273,17:27:53,0,0.8
6007,17:27:53,0,1.7
6026,17:27:53,0,0.4
6013,17:27:53,0,1.3
249,17:27:54,0,2
395,17:27:54,0,1.1
141,17:27:54,0,1.4
6043,17:27:54,0.3,3.6
6020,17:27:54,0,1.8
6338,17:27:54,0,1.4
172,17:27:54,0,1.1
406,17:27:54,0,0.3
343,17:27:54,0,0.6
6126,17:27:54,0,4.4
6272,17:27:54,0,0.3
6216,17:27:54,0,0.2
6002,17:27:54,0.1,3.1
6350,17:27:54,0,0.2
6211,17:27:54,0,0.1
582,17:27:54,0,0
6273,17:27:54,0,0.8
6007,17:27:54,0,1.7
6026,17:27:54,0,0.4
6013,17:27:54,0,1.3
249,17:27:55,0,2
395,17:27:55,0.6,1.1
141,17:27:55,0,1.4
6043,17:27:55,0.3,3.6
6020,17:27:55,0,1.8
6338,17:27:55,0,1.4
172,17:27:55,0,1.1
406,17:27:55,0.1,0.3
343,17:27:55,0,0.6
6126,17:27:55,0,4.4
6272,17:27:55,0,0.3
6216,17:27:55,0,0.2
6002,17:27:55,0,3.1
6350,17:27:55,0,0.2
6211,17:27:55,0,0.1
582,17:27:55,0,0
6273,17:27:55,0,0.8
6007,17:27:55,0,1.7
6026,17:27:55,0,0.4
6013,17:27:55,0,1.3
249,17:27:56,0,2
395,17:27:56,0,1.1
141,17:27:56,0,1.4
6043,17:27:56,0.3,3.6
6020,17:27:56,0,1.8
6338,17:27:56,0,1.4
172,17:27:56,0,1.1
406,17:27:56,0,0.3
343,17:27:56,0,0.6
6126,17:27:56,0,4.4
6272,17:27:56,0,0.3
6216,17:27:56,0,0.2
6350,17:27:56,0,0.2
6211,17:27:56,0,0.1
6002,17:27:56,0.2,3.1
582,17:27:56,0,0
6273,17:27:56,0,0.8
6007,17:27:56,0,1.7
6026,17:27:56,0,0.4
6013,17:27:56,0,1.3
249,17:27:57,0,2
395,17:27:57,0,1.1
141,17:27:57,0,1.4
6043,17:27:57,0.3,3.6
6020,17:27:57,0,1.8
6338,17:27:57,0,1.4
172,17:27:57,0,1.1
406,17:27:57,0,0.3
343,17:27:57,0,0.6
6126,17:27:57,0,4.4
6272,17:27:57,0,0.3
6216,17:27:57,0,0.2
6350,17:27:57,0,0.2
6211,17:27:57,0,0.1
6002,17:27:57,0,3.1
582,17:27:57,0,0
6273,17:27:57,0,0.8
6007,17:27:57,0,1.7
6026,17:27:57,0,0.4
6013,17:27:57,0,1.3
249,17:27:58,0,2
395,17:27:58,0,1.1
141,17:27:58,0,1.4
6043,17:27:58,0.4,3.6
6020,17:27:58,0,1.8
6338,17:27:58,0,1.4
172,17:27:58,0,1.1
406,17:27:58,0,0.3
343,17:27:58,0,0.6
6126,17:27:58,0,4.4
6272,17:27:58,0,0.3
6216,17:27:58,0,0.2
6350,17:27:58,0,0.2
6211,17:27:58,0,0.1
6002,17:27:58,0,3.1
582,17:27:58,0,0
6273,17:27:58,0,0.8
6007,17:27:58,0,1.7
6026,17:27:58,0,0.4
6013,17:27:58,0,1.3
249,17:27:59,0,2
395,17:27:59,0,1.1
141,17:27:59,0,1.4
6043,17:27:59,0.2,3.6
6020,17:27:59,0,1.8
6338,17:27:59,0,1.4
172,17:27:59,0,1.1
406,17:27:59,0,0.3
343,17:27:59,0,0.6
6126,17:27:59,0,4.4
6272,17:27:59,0,0.3
6216,17:27:59,0,0.2
6350,17:27:59,0,0.2
6211,17:27:59,0,0.1
6002,17:27:59,0.2,3.1
582,17:27:59,0,0
6273,17:27:59,0,0.8
6007,17:27:59,0,1.7
6026,17:27:59,0,0.4
6013,17:27:59,0.1,1.3
249,17:28:00,0,2
395,17:28:00,0,1.1
141,17:28:00,0.1,1.4
6043,17:28:00,0.3,3.6
6020,17:28:00,0,1.8
6338,17:28:00,0,1.4
172,17:28:00,0,1.1
406,17:28:00,0.1,0.3
343,17:28:00,0,0.6
6126,17:28:00,0,4.4
6272,17:28:00,0,0.3
6216,17:28:00,0,0.2
6350,17:28:00,0,0.2
6211,17:28:00,0,0.1
6002,17:28:00,0.2,3.1
582,17:28:00,0,0
6273,17:28:00,0,0.8
6007,17:28:00,0,1.7
6026,17:28:00,0,0.4
6013,17:28:00,0.1,1.3
249,17:28:01,0,2
395,17:28:01,0.3,1.1
141,17:28:01,0.3,1.4
6043,17:28:01,0.4,3.6
6020,17:28:01,0,1.8
6338,17:28:01,0,1.4
172,17:28:01,0,1.1
406,17:28:01,0,0.3
343,17:28:01,0,0.6
6126,17:28:01,0.1,4.4
6272,17:28:01,0,0.3
6216,17:28:01,0,0.2
6350,17:28:01,0,0.2
6211,17:28:01,0,0.1
6002,17:28:01,0.1,3.1
582,17:28:01,0,0
6273,17:28:01,0,0.8
6007,17:28:01,0,1.7
6026,17:28:01,0,0.4
6013,17:28:01,0.1,1.3
249,17:28:02,0,2
395,17:28:02,0,1.1
141,17:28:02,0,1.4
6043,17:28:02,0.3,3.6
6020,17:28:02,0,1.8
6338,17:28:02,0,1.4
172,17:28:02,0,1.1
406,17:28:02,0,0.3
343,17:28:02,0,0.6
6126,17:28:02,0,4.4
6272,17:28:02,0,0.3
6216,17:28:02,0,0.2
6350,17:28:02,0,0.2
6211,17:28:02,0,0.1
6002,17:28:02,0.2,3.1
582,17:28:02,0,0
6273,17:28:02,0,0.8
6007,17:28:02,0,1.7
6026,17:28:02,0,0.4
6013,17:28:02,0.1,1.3
249,17:28:04,0,2
395,17:28:04,0,1.1
141,17:28:04,0,1.4
6043,17:28:04,0.4,3.6
6020,17:28:04,0,1.8
6338,17:28:04,0,1.4
172,17:28:04,0,1.1
406,17:28:04,0,0.3
343,17:28:04,0,0.6
6126,17:28:04,0.1,4.4
6272,17:28:04,0,0.3
6216,17:28:04,0,0.2
6350,17:28:04,0,0.2
6211,17:28:04,0,0.1
6002,17:28:04,0.3,3.1
582,17:28:04,0,0
6273,17:28:04,0,0.8
6007,17:28:04,0,1.7
6026,17:28:04,0,0.4
6013,17:28:04,0,1.3
249,17:28:05,0,2
395,17:28:05,0,1.1
141,17:28:05,0,1.4
6043,17:28:05,0.3,3.6
6020,17:28:05,0,1.8
6338,17:28:05,0,1.4
172,17:28:05,0,1.1
406,17:28:05,0,0.3
343,17:28:05,0,0.6
6126,17:28:05,0,4.4
6272,17:28:05,0,0.3
6216,17:28:05,0,0.2
6350,17:28:05,0,0.2
6211,17:28:05,0,0.1
6002,17:28:05,0.2,3.1
582,17:28:05,0,0
6273,17:28:05,0,0.8
6007,17:28:05,0.1,1.7
6026,17:28:05,0,0.4
6013,17:28:05,0.1,1.3
249,17:28:06,0,2
395,17:28:06,0,1.1
141,17:28:06,0,1.4
6043,17:28:06,0.4,3.6
6020,17:28:06,0,1.8
6338,17:28:06,0,1.4
172,17:28:06,0,1.1
406,17:28:06,0,0.3
343,17:28:06,0,0.6
6126,17:28:06,0,4.4
6272,17:28:06,0,0.3
6216,17:28:06,0,0.2
6350,17:28:06,0,0.2
6211,17:28:06,0,0.1
6002,17:28:06,0.1,3.1
582,17:28:06,0,0
6273,17:28:06,0,0.8
6007,17:28:06,0,1.7
6026,17:28:06,0,0.4
6013,17:28:06,0,1.3
249,17:28:07,0,2
395,17:28:07,0.1,1.1
141,17:28:07,0,1.4
6043,17:28:07,0.3,3.6
6020,17:28:07,0,1.8
6338,17:28:07,0,1.4
172,17:28:07,0,1.1
406,17:28:07,0,0.3
343,17:28:07,0,0.6
6126,17:28:07,0,4.4
6272,17:28:07,0,0.3
6216,17:28:07,0,0.2
6350,17:28:07,0,0.2
6211,17:28:07,0,0.1
6002,17:28:07,0.1,3.1
582,17:28:07,0,0
6273,17:28:07,0,0.8
6007,17:28:07,0,1.7
6026,17:28:07,0,0.4
6013,17:28:07,0,1.3
249,17:28:08,0,2
395,17:28:08,0,1.1
141,17:28:08,0,1.4
6043,17:28:08,0.4,3.6
6020,17:28:08,0,1.8
6338,17:28:08,0,1.4
172,17:28:08,0,1.1
406,17:28:08,0,0.3
343,17:28:08,0,0.6
6126,17:28:08,0,4.4
6272,17:28:08,0,0.3
6216,17:28:08,0,0.2
6002,17:28:08,0,3.1
6350,17:28:08,0,0.2
6211,17:28:08,0,0.1
582,17:28:08,0,0
6273,17:28:08,0,0.8
6007,17:28:08,0,1.7
6026,17:28:08,0,0.4
6013,17:28:08,0.1,1.3
249,17:28:09,0,2
395,17:28:09,0,1.1
141,17:28:09,0,1.4
6043,17:28:09,0.3,3.6
6020,17:28:09,0,1.8
6338,17:28:09,0,1.4
172,17:28:09,0,1.1
406,17:28:09,0,0.3
343,17:28:09,0,0.6
6126,17:28:09,0.1,4.4
6272,17:28:09,0,0.3
6216,17:28:09,0,0.2
6002,17:28:09,0.6,3.1
6350,17:28:09,0,0.2
6211,17:28:09,0,0.1
582,17:28:09,0,0
6273,17:28:09,0,0.8
6007,17:28:09,0,1.7
6026,17:28:09,0,0.4
6013,17:28:09,0.3,1.3
249,17:28:10,0,2
395,17:28:10,0,1.1
141,17:28:10,0,1.4
6043,17:28:10,0.3,3.6
6020,17:28:10,0,1.8
6338,17:28:10,0,1.4
172,17:28:10,0,1.1
406,17:28:10,0,0.3
343,17:28:10,0,0.6
6126,17:28:10,0.1,4.4
6272,17:28:10,0,0.3
6216,17:28:10,0,0.2
6002,17:28:10,0.1,3.1
6350,17:28:10,0,0.2
6211,17:28:10,0,0.1
582,17:28:10,0,0
6273,17:28:10,0,0.8
6007,17:28:10,0,1.7
6026,17:28:10,0,0.4
6013,17:28:10,0,1.3
249,17:28:11,0,2
395,17:28:11,0,1.1
141,17:28:11,0,1.4
6043,17:28:11,0.7,3.6
6020,17:28:11,0,1.8
6338,17:28:11,0,1.4
172,17:28:11,0,1.1
406,17:28:11,0,0.3
343,17:28:11,0,0.6
6126,17:28:11,0,4.4
6272,17:28:11,0,0.3
6216,17:28:11,0,0.2
6002,17:28:11,0,3.1
6350,17:28:11,0,0.2
6211,17:28:11,0,0.1
582,17:28:11,0,0
6273,17:28:11,0,0.8
6007,17:28:11,0,1.7
6026,17:28:11,0,0.4
6013,17:28:11,0,1.3
249,17:28:12,0,2
395,17:28:12,0,1.1
141,17:28:12,0.1,1.4
6043,17:28:12,0.4,3.6
6020,17:28:12,0,1.8
6338,17:28:12,0,1.4
172,17:28:12,0,1.1
406,17:28:12,0,0.3
343,17:28:12,0,0.6
6126,17:28:12,0.1,4.4
6272,17:28:12,0,0.3
6216,17:28:12,0,0.2
6002,17:28:12,0.2,3.1
6350,17:28:12,0,0.2
6211,17:28:12,0,0.1
582,17:28:12,0,0
6273,17:28:12,0,0.8
6007,17:28:12,0,1.7
6026,17:28:12,0,0.4
6013,17:28:12,0,1.3
249,17:28:13,0,2
395,17:28:13,0,1.1
141,17:28:13,1.9,1.4
6043,17:28:13,2.8,3.6
6020,17:28:13,0,1.8
6338,17:28:13,0,1.4
172,17:28:13,0,1.1
406,17:28:13,0,0.3
343,17:28:13,0,0.6
6126,17:28:13,0.2,4.4
6272,17:28:13,0,0.3
6216,17:28:13,0,0.2
6002,17:28:13,0,3.1
6350,17:28:13,0,0.2
6211,17:28:13,0,0.1
582,17:28:13,0,0
6273,17:28:13,1.4,0.8
6007,17:28:13,0,1.7
6026,17:28:13,0,0.4
6013,17:28:13,0,1.3
249,17:28:14,0,2
395,17:28:14,0,1.1
