pid,date,cpu,mem
6002,17:16:42,0,3.1
6350,17:16:42,0,0.2
6211,17:16:42,0,0.1
582,17:16:42,0,0
6273,17:16:42,8.6,0.8
6007,17:16:42,0,1.7
6026,17:16:42,0,0.4
6013,17:16:42,0,1.2
6019,17:16:42,0,1.4
249,17:16:43,0,3.6
395,17:16:43,0,1.1
141,17:16:43,2.1,1.2
6043,17:16:43,0.1,3.7
6020,17:16:43,0,1.8
6338,17:16:43,0,0.8
172,17:16:43,0,1.3
406,17:16:43,0,0.3
343,17:16:43,0,0.6
6126,17:16:43,0,4.4
6216,17:16:43,0,0.2
6002,17:16:43,0.2,3.1
6350,17:16:43,0,0.2
6211,17:16:43,0,0.1
582,17:16:43,0,0
6273,17:16:43,0.9,0.8
6007,17:16:43,0,1.7
6026,17:16:43,0,0.4
6013,17:16:43,0,1.2
6019,17:16:43,0,1.4
249,17:16:44,0,3.6
395,17:16:44,0,1.1
141,17:16:44,12.1,1.2
6043,17:16:44,0.1,3.7
6020,17:16:44,0,1.8
6338,17:16:44,0,0.8
172,17:16:44,0,1.3
406,17:16:44,0,0.3
343,17:16:44,0,0.6
6126,17:16:44,0.1,4.4
6216,17:16:44,0,0.2
6002,17:16:44,0.2,3.1
6350,17:16:44,0,0.2
6211,17:16:44,0,0.1
582,17:16:44,0,0
6273,17:16:44,15.6,0.8
6007,17:16:44,0,1.7
6026,17:16:44,0,0.4
6013,17:16:44,0.1,1.2
6019,17:16:44,0,1.4
249,17:16:45,0,3.6
395,17:16:45,0.2,1.1
141,17:16:45,2,1.2
6043,17:16:45,0.2,3.7
6020,17:16:45,0,1.8
6338,17:16:45,0,0.8
172,17:16:45,0,1.3
406,17:16:45,0.1,0.3
343,17:16:45,0,0.6
6126,17:16:45,0.1,4.4
6216,17:16:45,0,0.2
6002,17:16:45,0,3.1
6350,17:16:45,0,0.2
6211,17:16:45,0,0.1
582,17:16:45,0,0
6273,17:16:45,2.4,0.8
6007,17:16:45,0,1.7
6026,17:16:45,0,0.4
6013,17:16:45,0.1,1.2
6019,17:16:45,0,1.4
249,17:16:46,0,3.6
395,17:16:46,0,1.1
141,17:16:46,0.4,1.2
6043,17:16:46,0.3,3.7
6020,17:16:46,0,1.8
6338,17:16:46,0,0.8
172,17:16:46,0,1.3
406,17:16:46,0,0.3
343,17:16:46,0,0.6
6126,17:16:46,0,4.4
6216,17:16:46,0,0.2
6002,17:16:46,0.1,3.1
6350,17:16:46,0,0.2
6211,17:16:46,0,0.1
582,17:16:46,0,0
6273,17:16:46,0.1,0.8
6007,17:16:46,0,1.7
6026,17:16:46,0,0.4
6013,17:16:46,0,1.2
6019,17:16:46,0,1.4
249,17:16:47,0,3.6
395,17:16:47,0,1.1
141,17:16:47,0,1.2
6043,17:16:47,0.3,3.7
6020,17:16:47,0,1.8
6338,17:16:47,0,0.8
172,17:16:47,0,1.3
406,17:16:47,0,0.3
343,17:16:47,0,0.6
6126,17:16:47,0.1,4.4
6216,17:16:47,0,0.2
6002,17:16:47,0,3.1
6350,17:16:47,0,0.2
6211,17:16:47,0,0.1
582,17:16:47,0,0
6273,17:16:47,0,0.8
6007,17:16:47,0,1.7
6026,17:16:47,0,0.4
6013,17:16:47,0,1.2
6019,17:16:47,0,1.4
249,17:16:48,0,3.6
395,17:16:48,0,1.1
141,17:16:48,0,1.2
6043,17:16:48,0.2,3.7
6020,17:16:48,0,1.8
6338,17:16:48,0,0.8
172,17:16:48,0,1.3
406,17:16:48,0,0.3
343,17:16:48,0,0.6
6126,17:16:48,0,4.4
6216,17:16:48,0,0.2
6002,17:16:48,0.2,3.1
6350,17:16:48,0,0.2
6211,17:16:48,0,0.1
582,17:16:48,0,0
6273,17:16:48,0,0.8
6007,17:16:48,0,1.7
6026,17:16:48,0,0.4
6013,17:16:48,0,1.2
6019,17:16:48,0,1.4
249,17:16:49,0,3.6
395,17:16:49,0,1.1
141,17:16:49,0,1.2
6043,17:16:49,0.1,3.7
6020,17:16:49,0,1.8
6338,17:16:49,0,0.8
172,17:16:49,0,1.3
406,17:16:49,0,0.3
343,17:16:49,0,0.6
6126,17:16:49,0,4.4
6216,17:16:49,0,0.2
6002,17:16:49,0,3.1
6350,17:16:49,0,0.2
6211,17:16:49,0,0.1
582,17:16:49,0,0
6273,17:16:49,0,0.8
6007,17:16:49,0,1.7
6026,17:16:49,0,0.4
6013,17:16:49,0,1.2
6019,17:16:49,0,1.4
249,17:16:50,0,3.6
395,17:16:50,0,1.1
141,17:16:50,0,1.2
6043,17:16:50,0.2,3.7
6020,17:16:50,0,1.8
6338,17:16:50,0,0.8
172,17:16:50,0,1.3
406,17:16:50,0,0.3
343,17:16:50,0,0.6
6126,17:16:50,0,4.4
6216,17:16:50,0,0.2
6002,17:16:50,0,3.1
6350,17:16:50,0,0.2
6211,17:16:50,0,0.1
582,17:16:50,0,0
6273,17:16:50,0,0.8
6007,17:16:50,0,1.7
6026,17:16:50,0,0.4
6013,17:16:50,0,1.2
6019,17:16:50,0,1.4
249,17:16:52,0,3.6
395,17:16:52,0.1,1.1
141,17:16:52,0,1.2
6043,17:16:52,0.3,3.7
6020,17:16:52,0,1.8
6338,17:16:52,0,0.8
172,17:16:52,0,1.3
406,17:16:52,0,0.3
343,17:16:52,0,0.6
6126,17:16:52,0,4.4
6216,17:16:52,0,0.2
6002,17:16:52,0.2,3.1
6350,17:16:52,0,0.2
6211,17:16:52,0,0.1
582,17:16:52,0,0
6273,17:16:52,0,0.8
6007,17:16:52,0,1.7
6026,17:16:52,0,0.4
6013,17:16:52,0,1.2
6019,17:16:52,0,1.4
249,17:16:53,0,3.6
395,17:16:53,0,1.1
141,17:16:53,0,1.2
6043,17:16:53,0.2,3.7
6020,17:16:53,0,1.8
6338,17:16:53,0,0.8
172,17:16:53,0,1.3
406,17:16:53,0,0.3
343,17:16:53,0,0.6
6126,17:16:53,0,4.4
6216,17:16:53,0,0.2
6002,17:16:53,0,3.1
6350,17:16:53,0,0.2
6211,17:16:53,0,0.1
582,17:16:53,0,0
6273,17:16:53,0,0.8
6007,17:16:53,0,1.7
6026,17:16:53,0,0.4
6013,17:16:53,0,1.2
6019,17:16:53,0,1.4
249,17:16:54,0,3.6
395,17:16:54,0.1,1.1
141,17:16:54,0,1.2
6043,17:16:54,0.2,3.7
6020,17:16:54,0,1.8
6338,17:16:54,0,0.8
172,17:16:54,0,1.3
406,17:16:54,0,0.3
343,17:16:54,0,0.6
6126,17:16:54,0,4.4
6216,17:16:54,0,0.2
6002,17:16:54,0.2,3.1
6350,17:16:54,0,0.2
6211,17:16:54,0,0.1
582,17:16:54,0,0
6273,17:16:54,0,0.8
6007,17:16:54,0,1.7
6026,17:16:54,0,0.4
6013,17:16:54,0.1,1.2
6019,17:16:54,0,1.4
249,17:16:55,0,3.6
395,17:16:55,0,1.1
141,17:16:55,11,1.2
6043,17:16:55,0.2,3.7
6020,17:16:55,0,1.8
6338,17:16:55,0,0.8
172,17:16:55,0,1.3
406,17:16:55,0,0.3
343,17:16:55,0,0.6
6126,17:16:55,0,4.4
6216,17:16:55,0,0.2
6002,17:16:55,0.2,3.1
6350,17:16:55,0,0.2
6211,17:16:55,0,0.1
582,17:16:55,0,0
6273,17:16:55,13.5,0.8
6007,17:16:55,0,1.7
6026,17:16:55,0,0.4
6013,17:16:55,0,1.2
6019,17:16:55,0,1.4
249,17:16:56,0,3.6
395,17:16:56,0.5,1.1
141,17:16:56,5.7,1.2
6043,17:16:56,0.1,3.7
6020,17:16:56,0,1.8
6338,17:16:56,0,0.8
172,17:16:56,0,1.3
406,17:16:56,0,0.3
343,17:16:56,0,0.6
6126,17:16:56,0,4.4
6216,17:16:56,0,0.2
6002,17:16:56,0.2,3.1
6350,17:16:56,0,0.2
6211,17:16:56,0,0.1
582,17:16:56,0,0
6273,17:16:56,9.4,0.8
6007,17:16:56,0,1.7
6026,17:16:56,0,0.4
6013,17:16:56,0,1.2
6019,17:16:56,0,1.4
249,17:16:57,0,3.6
395,17:16:57,0,1.1
141,17:16:57,1.5,1.2
6043,17:16:57,0.1,3.7
6020,17:16:57,0,1.8
6338,17:16:57,0,0.8
172,17:16:57,0,1.3
406,17:16:57,0,0.3
343,17:16:57,0,0.6
6126,17:16:57,0,4.4
6216,17:16:57,0,0.2
6002,17:16:57,0.1,3.1
6350,17:16:57,0,0.2
6211,17:16:57,0,0.1
582,17:16:57,0,0
6273,17:16:57,1.7,0.8
6007,17:16:57,0,1.7
6026,17:16:57,0,0.4
6013,17:16:57,0,1.2
6019,17:16:57,0,1.4
249,17:16:58,0,3.6
395,17:16:58,0,1.1
141,17:16:58,0.6,1.2
6043,17:16:58,0.1,3.7
6020,17:16:58,0,1.8
6338,17:16:58,0,0.8
172,17:16:58,0,1.3
406,17:16:58,0,0.3
343,17:16:58,0,0.6
6126,17:16:58,0,4.4
6216,17:16:58,0,0.2
6002,17:16:58,0.2,3.1
6350,17:16:58,0,0.2
6211,17:16:58,0,0.1
582,17:16:58,0,0
6273,17:16:58,0,0.8
6007,17:16:58,0,1.7
6026,17:16:58,0,0.4
6013,17:16:58,0,1.2
6019,17:16:58,0,1.4
249,17:16:59,0,3.6
395,17:16:59,0,1.1
141,17:16:59,0,1.2
6043,17:16:59,0.1,3.7
6020,17:16:59,0,1.8
6338,17:16:59,0,0.8
172,17:16:59,0,1.3
406,17:16:59,0,0.3
343,17:16:59,0,0.6
6126,17:16:59,0,4.4
6216,17:16:59,0,0.2
6002,17:16:59,0.3,3.1
6350,17:16:59,0,0.2
6211,17:16:59,0,0.1
582,17:16:59,0,0
6273,17:16:59,0,0.8
6007,17:16:59,0,1.7
6026,17:16:59,0,0.4
6013,17:16:59,0,1.2
6019,17:16:59,0,1.4
249,17:17:00,0,3.6
395,17:17:00,0,1.1
141,17:17:00,0,1.2
6043,17:17:00,0.2,3.7
6020,17:17:00,0,1.8
6338,17:17:00,0,0.8
172,17:17:00,0,1.3
406,17:17:00,0.7,0.3
343,17:17:00,0,0.6
6126,17:17:00,0,4.4
6216,17:17:00,0,0.2
6002,17:17:00,0.2,3.1
6350,17:17:00,0,0.2
6211,17:17:00,0,0.1
582,17:17:00,0,0
6273,17:17:00,0,0.8
6007,17:17:00,0,1.7
6026,17:17:00,0,0.4
6013,17:17:00,0,1.2
6019,17:17:00,0,1.4
249,17:17:01,0,3.6
395,17:17:01,0.3,1.1
141,17:17:01,0,1.2
6043,17:17:01,0.1,3.7
6020,17:17:01,0,1.8
6338,17:17:01,0,0.8
172,17:17:01,0,1.3
406,17:17:01,0,0.3
343,17:17:01,0,0.6
6126,17:17:01,0,4.4
6216,17:17:01,0,0.2
6002,17:17:01,0.1,3.1
6350,17:17:01,0,0.2
6211,17:17:01,0,0.1
582,17:17:01,0,0
6273,17:17:01,0,0.8
6007,17:17:01,0,1.7
6026,17:17:01,0,0.4
6013,17:17:01,0,1.2
6019,17:17:01,0,1.4
249,17:17:02,0,3.6
395,17:17:02,0,1.1
141,17:17:02,0,1.2
6043,17:17:02,0.1,3.7
6020,17:17:02,0,1.8
6338,17:17:02,0,0.8
172,17:17:02,0,1.3
406,17:17:02,0,0.3
343,17:17:02,0,0.6
6126,17:17:02,0,4.4
6216,17:17:02,0,0.2
6002,17:17:02,0.1,3.1
6350,17:17:02,0,0.2
6211,17:17:02,0,0.1
582,17:17:02,0,0
6273,17:17:02,0,0.8
6007,17:17:02,0,1.7
6026,17:17:02,0,0.4
6013,17:17:02,0,1.2
6019,17:17:02,0,1.4
249,17:17:03,0,3.6
395,17:17:03,0,1.1
141,17:17:03,0,1.2
6043,17:17:03,0.1,3.7
6020,17:17:03,0,1.8
6338,17:17:03,0,0.8
172,17:17:03,0,1.3
406,17:17:03,0,0.3
343,17:17:03,0,0.6
6126,17:17:03,0,4.4
6216,17:17:03,0,0.2
6002,17:17:03,0,3.1
6350,17:17:03,0,0.2
6211,17:17:03,0,0.1
582,17:17:03,0,0
6273,17:17:03,0,0.8
6007,17:17:03,0,1.7
6026,17:17:03,0,0.4
6013,17:17:03,0.1,1.2
6019,17:17:03,0,1.4
249,17:17:04,0,3.6
395,17:17:04,0,1.1
141,17:17:04,0,1.2
6043,17:17:04,0.3,3.7
6020,17:17:04,0,1.8
6338,17:17:04,0,0.8
172,17:17:04,0,1.3
406,17:17:04,0,0.3
343,17:17:04,0,0.6
6126,17:17:04,0,4.4
6216,17:17:04,0,0.2
6002,17:17:04,0.6,3.1
6350,17:17:04,0,0.2
6211,17:17:04,0,0.1
582,17:17:04,0,0
6273,17:17:04,0,0.8
6007,17:17:04,0,1.7
6026,17:17:04,0,0.4
6013,17:17:04,0.1,1.2
6019,17:17:04,0.1,1.4
249,17:17:05,0,3.6
395,17:17:05,0,1.1
141,17:17:05,0.1,1.2
6043,17:17:05,0.3,3.7
6020,17:17:05,0,1.8
6338,17:17:05,0,0.8
172,17:17:05,0,1.3
406,17:17:05,0.3,0.3
343,17:17:05,0,0.6
6126,17:17:05,0,4.4
6216,17:17:05,0,0.2
6002,17:17:05,0.1,3.1
6350,17:17:05,0,0.2
6211,17:17:05,0,0.1
582,17:17:05,0,0
6273,17:17:05,7.6,0.8
6007,17:17:05,0,1.7
6026,17:17:05,0,0.4
6013,17:17:05,0.1,1.2
6019,17:17:05,0,1.4
249,17:17:06,0,3.6
395,17:17:06,0,1.1
141,17:17:06,0,1.2
6043,17:17:06,0.2,3.7
6020,17:17:06,0,1.8
6338,17:17:06,0,0.8
172,17:17:06,0,1.3
406,17:17:06,0,0.3
343,17:17:06,0,0.6
6126,17:17:06,0.1,4.4
6216,17:17:06,0,0.2
6002,17:17:06,0.3,3.1
6350,17:17:06,0,0.2
6211,17:17:06,0,0.1
582,17:17:06,0,0
6273,17:17:06,0.1,0.8
6007,17:17:06,0,1.7
6026,17:17:06,0,0.4
6013,17:17:06,0,1.2
6019,17:17:06,0,1.4
249,17:17:07,0,3.6
395,17:17:07,0,1.1
141,17:17:07,0,1.2
6043,17:17:07,0.3,3.7
6020,17:17:07,0,1.8
6338,17:17:07,0,0.8
172,17:17:07,0,1.3
406,17:17:07,0,0.3
343,17:17:07,0,0.6
6126,17:17:07,0,4.4
6216,17:17:07,0,0.2
6002,17:17:07,0.2,3.1
6350,17:17:07,0,0.2
6211,17:17:07,0,0.1
582,17:17:07,0,0
6273,17:17:07,0,0.8
6007,17:17:07,0,1.7
6026,17:17:07,0,0.4
6013,17:17:07,0.1,1.2
6019,17:17:07,0,1.4
249,17:17:08,0,3.6
395,17:17:08,0,1.1
141,17:17:08,0.1,1.2
6043,17:17:08,0.2,3.7
6020,17:17:08,0,1.8
6338,17:17:08,0,0.8
172,17:17:08,0,1.3
406,17:17:08,0,0.3
343,17:17:08,0,0.6
6126,17:17:08,0.1,4.4
6216,17:17:08,0,0.2
6002,17:17:08,0.5,3.1
6350,17:17:08,0,0.2
6211,17:17:08,0,0.1
582,17:17:08,0,0
6273,17:17:08,0,0.8
6007,17:17:08,0,1.7
6026,17:17:08,0,0.4
6013,17:17:08,0.3,1.2
6019,17:17:08,0,1.4
249,17:17:09,0,3.6
395,17:17:09,0,1.1
141,17:17:09,0,1.2
6043,17:17:09,0.3,3.7
6020,17:17:09,0.1,1.8
6338,17:17:09,0,0.8
172,17:17:09,0,1.3
406,17:17:09,0,0.3
343,17:17:09,0,0.6
6126,17:17:09,0.1,4.4
6216,17:17:09,0,0.2
6002,17:17:09,0.3,3.1
6350,17:17:09,0,0.2
6211,17:17:09,0,0.1
582,17:17:09,0,0
6273,17:17:09,0,0.8
6007,17:17:09,0,1.7
6026,17:17:09,0,0.4
6013,17:17:09,0.1,1.2
6019,17:17:09,0.1,1.4
249,17:17:10,0,3.6
395,17:17:10,0,1.1
141,17:17:10,0,1.2
6043,17:17:10,0.2,3.7
6020,17:17:10,0,1.8
6338,17:17:10,0,0.8
172,17:17:10,0,1.3
406,17:17:10,0.1,0.3
343,17:17:10,0,0.6
6126,17:17:10,0.1,4.4
6216,17:17:10,0,0.2
6002,17:17:10,0.1,3.1
6350,17:17:10,0,0.2
6211,17:17:10,0,0.1
582,17:17:10,0,0
6273,17:17:10,0,0.8
6007,17:17:10,0,1.7
6026,17:17:10,0,0.4
6013,17:17:10,0,1.2
6019,17:17:10,0.1,1.4
249,17:17:11,0,3.6
395,17:17:11,0,1.1
141,17:17:11,8.5,1.2
6043,17:17:11,0.2,3.7
6020,17:17:11,0,1.8
6338,17:17:11,0,0.8
172,17:17:11,0,1.3
406,17:17:11,0,0.3
343,17:17:11,0,0.6
6126,17:17:11,0.2,4.4
6216,17:17:11,0,0.2
6002,17:17:11,0.1,3.1
6350,17:17:11,0,0.2
6211,17:17:11,0,0.1
582,17:17:11,0,0
6273,17:17:11,12.2,0.8
6007,17:17:11,0,1.7
6026,17:17:11,0,0.4
6013,17:17:11,0,1.2
6019,17:17:11,0,1.4
249,17:17:12,0,3.6
395,17:17:12,0,1.1
141,17:17:12,3.5,1.2
6043,17:17:12,0.2,3.7
6020,17:17:12,0,1.8
6338,17:17:12,0,0.8
172,17:17:12,0,1.3
406,17:17:12,0,0.3
343,17:17:12,0,0.6
6126,17:17:12,0.1,4.4
6216,17:17:12,0,0.2
6002,17:17:12,0,3.1
6350,17:17:12,0,0.2
6211,17:17:12,0,0.1
582,17:17:12,0,0
6273,17:17:12,1.1,0.8
6007,17:17:12,0,1.7
6026,17:17:12,0,0.4
6013,17:17:12,0,1.2
6019,17:17:12,0,1.4
249,17:17:13,0,3.6
395,17:17:13,0,1.1
141,17:17:13,0,1.2
6043,17:17:13,0.1,3.7
6020,17:17:13,0,1.8
6338,17:17:13,0,0.8
172,17:17:13,0,1.3
406,17:17:13,0,0.3
343,17:17:13,0,0.6
6126,17:17:13,0,4.4
6216,17:17:13,0,0.2
6002,17:17:13,0.3,3.1
6350,17:17:13,0,0.2
6211,17:17:13,0,0.1
582,17:17:13,0,0
6273,17:17:13,0,0.8
6007,17:17:13,0,1.7
6026,17:17:13,0,0.4
6013,17:17:13,0,1.2
6019,17:17:13,0,1.4
249,17:17:14,0,3.6
395,17:17:14,0,1.1
141,17:17:14,7,1.2
6043,17:17:14,0.1,3.7
6020,17:17:14,0,1.8
6338,17:17:14,0,0.8
172,17:17:14,0,1.3
406,17:17:14,0,0.3
343,17:17:14,0,0.6
6126,17:17:14,0,4.4
6216,17:17:14,0,0.2
6002,17:17:14,0.1,3.1
6350,17:17:14,0,0.2
6211,17:17:14,0,0.1
582,17:17:14,0,0
6273,17:17:14,12.4,0.8
6007,17:17:14,0,1.7
6026,17:17:14,0,0.4
6013,17:17:14,0,1.2
6019,17:17:14,0,1.4
249,17:17:15,0,3.6
395,17:17:15,1.3,1.1
141,17:17:15,8.9,1.2
6043,17:17:15,0.1,3.7
6020,17:17:15,0,1.8
6338,17:17:15,0,0.8
172,17:17:15,0,1.3
406,17:17:15,0.1,0.3
343,17:17:15,0,0.6
6126,17:17:15,0,4.4
6216,17:17:15,0,0.2
6002,17:17:15,0.1,3.1
6350,17:17:15,0,0.2
6211,17:17:15,0,0.1
582,17:17:15,0,0
6273,17:17:15,13.2,0.8
6007,17:17:15,0,1.7
6026,17:17:15,0,0.4
6013,17:17:15,0.1,1.2
6019,17:17:15,0,1.4
249,17:17:16,0,3.6
395,17:17:16,1.4,1.1
141,17:17:16,5.2,1.2
6043,17:17:16,0.3,3.7
6020,17:17:16,0,1.8
6338,17:17:16,0,0.8
172,17:17:16,0,1.3
406,17:17:16,0,0.3
343,17:17:16,0,0.6
6126,17:17:16,0,4.4
6216,17:17:16,0,0.2
6002,17:17:16,0.1,3.1
6350,17:17:16,0,0.2
6211,17:17:16,0,0.1
582,17:17:16,0,0
6273,17:17:16,7.1,0.8
6007,17:17:16,0,1.7
6026,17:17:16,0,0.4
6013,17:17:16,0,1.2
6019,17:17:16,0,1.4
249,17:17:17,0,3.6
395,17:17:17,0.1,1.1
141,17:17:17,8.3,1.2
6043,17:17:17,0.1,3.7
6020,17:17:17,0,1.8
6338,17:17:17,0,0.8
172,17:17:17,0,1.3
406,17:17:17,0,0.3
343,17:17:17,0,0.6
6126,17:17:17,0,4.4
6216,17:17:17,0,0.2
6002,17:17:17,0.8,3.1
6350,17:17:17,0,0.2
6211,17:17:17,0,0.1
582,17:17:17,0,0
6273,17:17:17,2.7,0.8
6007,17:17:17,0,1.7
6026,17:17:17,0,0.4
6013,17:17:17,0,1.2
6019,17:17:17,0,1.4
249,17:17:18,0,3.6
395,17:17:18,0,1.1
141,17:17:18,0.3,1.2
6043,17:17:18,0.1,3.7
6020,17:17:18,0,1.8
6338,17:17:18,0,0.8
172,17:17:18,1.4,1.3
406,17:17:18,0,0.3
343,17:17:18,0,0.6
6126,17:17:18,0,4.4
6216,17:17:18,0,0.2
6002,17:17:18,0.2,3.1
6350,17:17:18,0,0.2
6211,17:17:18,0,0.1
582,17:17:18,0,0
6273,17:17:18,0,0.8
6007,17:17:18,0,1.7
6026,17:17:18,0,0.4
6013,17:17:18,0,1.2
6019,17:17:18,0,1.4
249,17:17:19,0,3.6
395,17:17:19,0,1.1
141,17:17:19,16.9,1.2
6043,17:17:19,0.2,3.7
6020,17:17:19,0,1.8
6338,17:17:19,0,0.8
172,17:17:19,0,1.3
406,17:17:19,0,0.3
343,17:17:19,0,0.6
6126,17:17:19,0.1,4.4
6216,17:17:19,0,0.2
6002,17:17:19,0,3.1
6350,17:17:19,0,0.2
6211,17:17:19,0,0.1
582,17:17:19,0,0
6273,17:17:19,13,0.8
6007,17:17:19,0,1.7
6026,17:17:19,0,0.4
6013,17:17:19,0,1.2
6019,17:17:19,0,1.4
249,17:17:20,0,3.6
395,17:17:20,0.1,1.1
141,17:17:20,10.8,1.2
6043,17:17:20,0.5,3.7
6020,17:17:20,0,1.8
6338,17:17:20,0,0.8
172,17:17:20,0,1.3
406,17:17:20,0,0.3
343,17:17:20,0,0.6
6126,17:17:20,0,4.4
6216,17:17:20,0,0.2
6002,17:17:20,0.2,3.1
6350,17:17:20,0,0.2
6211,17:17:20,0,0.1
582,17:17:20,0,0
6273,17:17:20,10.8,0.8
6007,17:17:20,0,1.7
6026,17:17:20,0,0.4
6013,17:17:20,0.1,1.2
6019,17:17:20,0,1.4
249,17:17:22,0,3.6
395,17:17:22,0.2,1.1
141,17:17:22,4.7,1.2
6043,17:17:22,0.1,3.7
6020,17:17:22,0,1.8
6338,17:17:22,0,0.8
172,17:17:22,0,1.3
406,17:17:22,0,0.3
343,17:17:22,0,0.6
6126,17:17:22,0,4.4
6216,17:17:22,0,0.2
6350,17:17:22,0,0.2
6002,17:17:22,0,3.1
6211,17:17:22,0,0.1
582,17:17:22,0,0
6273,17:17:22,6.1,0.8
6007,17:17:22,0,1.7
6026,17:17:22,0,0.4
6013,17:17:22,0,1.2
6019,17:17:22,0,1.4
249,17:17:23,0,3.6
395,17:17:23,0,1.1
141,17:17:23,8.9,1.2
6043,17:17:23,0.1,3.7
6020,17:17:23,0,1.8
6338,17:17:23,0,0.8
172,17:17:23,0,1.3
406,17:17:23,0,0.3
343,17:17:23,0,0.6
6126,17:17:23,0,4.4
6216,17:17:23,0,0.2
6350,17:17:23,0,0.2
6002,17:17:23,0,3.1
6211,17:17:23,0,0.1
582,17:17:23,0,0
6273,17:17:23,11.3,0.8
6007,17:17:23,0,1.7
6026,17:17:23,0,0.4
6013,17:17:23,0,1.2
6019,17:17:23,0,1.4
249,17:17:24,0,3.6
395,17:17:24,0.3,1.1
141,17:17:24,2,1.2
6043,17:17:24,0.3,3.7
6020,17:17:24,0,1.8
6338,17:17:24,0,0.8
172,17:17:24,0,1.3
406,17:17:24,0,0.3
343,17:17:24,0,0.6
6126,17:17:24,0,4.4
6216,17:17:24,0,0.2
6350,17:17:24,0,0.2
6002,17:17:24,0.2,3.1
6211,17:17:24,0,0.1
582,17:17:24,0,0
6273,17:17:24,0.9,0.8
6007,17:17:24,0,1.7
6026,17:17:24,0,0.4
6013,17:17:24,0.3,1.2
6019,17:17:24,0,1.4
249,17:17:25,0,3.6
395,17:17:25,0.3,1.1
141,17:17:25,11.9,1.2
6043,17:17:25,0.2,3.7
6020,17:17:25,0,1.8
6338,17:17:25,0,0.8
172,17:17:25,0,1.3
406,17:17:25,0,0.3
343,17:17:25,0,0.6
6126,17:17:25,0,4.4
6216,17:17:25,0,0.2
6002,17:17:25,0.1,3.1
6350,17:17:25,0,0.2
6211,17:17:25,0,0.1
582,17:17:25,0,0
6273,17:17:25,24,0.8
6007,17:17:25,0,1.7
6026,17:17:25,0,0.4
6013,17:17:25,0,1.2
6019,17:17:25,0,1.4
249,17:17:26,0,3.6
395,17:17:26,0.7,1.1
141,17:17:26,4.7,1.2
6043,17:17:26,0.1,3.7
6020,17:17:26,0,1.8
6338,17:17:26,0,0.8
172,17:17:26,0,1.3
406,17:17:26,0,0.3
343,17:17:26,0,0.6
6126,17:17:26,0,4.4
6216,17:17:26,0,0.2
6002,17:17:26,0.3,3.1
6350,17:17:26,0,0.2
6211,17:17:26,0,0.1
582,17:17:26,0,0
6273,17:17:26,4.4,0.8
6007,17:17:26,0,1.7
6026,17:17:26,0,0.4
6013,17:17:26,0,1.2
6019,17:17:26,0,1.4
249,17:17:27,0,3.6
395,17:17:27,0,1.1
141,17:17:27,1.3,1.2
6043,17:17:27,0.3,3.7
6020,17:17:27,0,1.8
6338,17:17:27,0,0.8
172,17:17:27,0,1.3
406,17:17:27,0,0.3
343,17:17:27,0,0.6
6126,17:17:27,0,4.4
6216,17:17:27,0,0.2
6002,17:17:27,0.1,3.1
6350,17:17:27,0,0.2
6211,17:17:27,0,0.1
582,17:17:27,0,0
6273,17:17:27,0.3,0.8
6007,17:17:27,0,1.7
6026,17:17:27,0,0.4
6013,17:17:27,0,1.2
6019,17:17:27,0,1.4
249,17:17:28,0,3.6
395,17:17:28,0,1.1
141,17:17:28,0.3,1.2
6043,17:17:28,0.3,3.7
6020,17:17:28,0,1.8
6338,17:17:28,0,0.8
172,17:17:28,0,1.3
406,17:17:28,0,0.3
343,17:17:28,0,0.6
6126,17:17:28,0,4.4
6216,17:17:28,0,0.2
6002,17:17:28,0.2,3.1
6350,17:17:28,0,0.2
6211,17:17:28,0,0.1
582,17:17:28,0,0
6273,17:17:28,0,0.8
6007,17:17:28,0,1.7
6026,17:17:28,0,0.4
6013,17:17:28,0,1.2
6019,17:17:28,0,1.4
249,17:17:29,0,3.6
395,17:17:29,0,1.1
141,17:17:29,0,1.2
6043,17:17:29,0.2,3.7
6020,17:17:29,0,1.8
6338,17:17:29,0,0.8
172,17:17:29,0,1.3
406,17:17:29,0,0.3
343,17:17:29,0,0.6
6126,17:17:29,0,4.4
6216,17:17:29,0,0.2
6002,17:17:29,0.2,3.1
6350,17:17:29,0,0.2
6211,17:17:29,0,0.1
582,17:17:29,0,0
6273,17:17:29,0,0.8
6007,17:17:29,0,1.7
6026,17:17:29,0,0.4
6013,17:17:29,0,1.2
6019,17:17:29,0,1.4
249,17:17:30,0,3.6
395,17:17:30,0,1.1
141,17:17:30,11.3,1.2
6043,17:17:30,0.1,3.7
6020,17:17:30,0,1.8
6338,17:17:30,0,0.8
172,17:17:30,0,1.3
406,17:17:30,0.2,0.3
343,17:17:30,0,0.6
6126,17:17:30,0,4.4
6216,17:17:30,0,0.2
6350,17:17:30,0,0.2
6002,17:17:30,0,3.1
6211,17:17:30,0,0.1
582,17:17:30,0,0
6273,17:17:30,10.9,0.8
6007,17:17:30,0,1.7
6026,17:17:30,0,0.4
6013,17:17:30,0,1.2
6019,17:17:30,0,1.4
249,17:17:31,0,3.6
395,17:17:31,0.3,1.1
141,17:17:31,2.9,1.2
6043,17:17:31,0.1,3.7
6020,17:17:31,0,1.8
6338,17:17:31,0,0.8
172,17:17:31,0,1.3
406,17:17:31,0,0.3
