0,0,1.478632,0.008628,0.399016,0.228655,0.072318,0.306637,0,0
0,0.058236,1.362463,0.009394,0.59501,0.268266,0.054227,0.22159,0.037992,0.089663
0.410401,0.018379,1.30517,0.006926,0.576085,0.278093,0.05954,0.251498,0.533425,0.021226
0.52105,0.013754,1.429645,0.00623,0.522889,0.269976,0.068523,0.27956,0.596182,0.021532
0.453213,0.011487,1.423277,0.005829,0.518648,0.26412,0.067185,0.26868,0.47029,0.022742
0.831444,0.018981,1.375191,0.004918,0.513419,0.259743,0.06634,0.26239,1.110113,0.032331
0.436924,0.008011,1.422306,0.005203,0.486326,0.256479,0.067792,0.277735,0.357449,0.014731
0.254465,0.023506,1.359987,0.00443,0.55708,0.263379,0.055237,0.237183,0.264116,0.051834
0.255303,0.013302,1.359526,0.004216,0.55834,0.264926,0.060798,0.249262,0.281758,0.027615
0.294011,0.032553,1.372,0.005964,0.614273,0.271851,0.052949,0.226029,0.327392,0.062394
0.204255,0.021039,1.341882,0.005918,0.605909,0.283928,0.054007,0.234741,0.208405,0.043487
0.833135,0.038072,1.266901,0.00574,0.598688,0.272691,0.053111,0.21864,1.199468,0.066976
0.446093,0.009067,1.351178,0.004245,0.503075,0.259887,0.068577,0.268307,0.34608,0.007064
0.127467,0.007751,1.412443,0.007153,0.506333,0.254549,0.066699,0.266451,0.080808,0.015222
0.504145,0.048006,1.348268,0.005782,0.640871,0.283365,0.053632,0.215998,0.612153,0.086776
0.402829,0.036891,1.338985,0.005869,0.639753,0.287061,0.054623,0.217792,0.338827,0.062123
0.261779,0.045532,1.332702,0.005954,0.64792,0.283709,0.051926,0.215518,0.226467,0.072241
0.345527,0.01054,1.322017,0.006025,0.529144,0.281527,0.057141,0.249993,0.424958,0.012863
0.373041,0.023776,1.348074,0.006596,0.560746,0.282412,0.059759,0.246461,0.369722,0.044312
0.8979,0.01433,1.358155,0.00679,0.53601,0.284654,0.058912,0.257138,1.064043,0.025881
0.578702,0.047443,1.241897,0.005949,0.589129,0.287922,0.050324,0.217815,0.532752,0.092886
0.555195,0.057988,1.243314,0.004104,0.645412,0.306334,0.048249,0.204693,0.580657,0.084126
0.118047,0.048926,1.314281,0.006781,0.668321,0.30579,0.049873,0.208553,0,0.075551
0.753478,0.062044,1.274662,0.005031,0.662575,0.308591,0.050975,0.21063,1.048034,0.091605
