22.82054129,0.444425304,0.3307388671,0.2983737754,0.2707580453,0.2072768413,0.3194686075,1.484482693
22.82054129,0.4632215448,0.3596832413,0.3620669037,0.4000796902,0.3598112122,0.5114483732,1.681636775
22.82054129,0.4646922339,0.3620912574,0.3688286364,0.4182626749,0.3855046334,0.5515082183,1.729992504
22.82054129,0.4648281862,0.362338462,0.3695552553,0.4204949018,0.3887640447,0.5571242148,1.737065354
22.82054129,0.4648432773,0.3623634673,0.3696392673,0.4207511854,0.3891598516,0.5578049296,1.737959741
28.65378359,0.4974422777,0.3865919108,0.3915309079,0.4401444837,0.4027393697,0.5672338401,1.744010682
28.65378359,0.4988046936,0.3887454813,0.3961021088,0.4495681602,0.4134482656,0.5805648556,1.756689225
28.65378359,0.4989370563,0.3888648204,0.3966759057,0.4507195936,0.4155531107,0.5831258155,1.760460868
28.65378359,0.4989217684,0.3889385759,0.3966446831,0.4510488133,0.4155232508,0.5838616812,1.76062434
28.65378359,0.4989264668,0.3889323885,0.3966627906,0.4510432823,0.4155900213,0.5838634016,1.76073886
23.10673639,0.4683401366,0.3661441383,0.376172842,0.4327708868,0.4030168135,0.5749456921,1.755308601
23.10673639,0.4670455211,0.3641540314,0.3718428718,0.4239852003,0.3928927193,0.5625117692,1.743349975
23.10673639,0.4669287022,0.3640255858,0.3713285803,0.4228574233,0.390989731,0.5600196474,1.739901178
23.10673639,0.4669411067,0.363960668,0.371351437,0.4225611746,0.3909976857,0.5593537645,1.739721854
23.10673639,0.4669344033,0.3639715658,0.3713267815,0.4225817377,0.3909106307,0.5593825682,1.739582399
55.48697282,0.5304297011,0.4110128619,0.4139676686,0.4601874939,0.4172534153,0.5776823186,1.75102508
55.48697282,0.5330254905,0.4152746738,0.4228342251,0.4785241259,0.4381624261,0.6033843322,1.775890155
55.48697282,0.5332287479,0.4156273144,0.4237714612,0.4811131573,0.4417118344,0.6090327151,1.782535965
55.48697282,0.5332531113,0.4156507751,0.4238910908,0.4813928055,0.4422247875,0.6097531143,1.783599607
55.48697282,0.5332407631,0.4156864286,0.4238546025,0.481525793,0.4421268825,0.6100404293,1.783524223
22.22825506,0.4635022361,0.3639551502,0.3770760077,0.4401153874,0.4133047776,0.5898138933,1.771077772
22.22825506,0.4606307194,0.3593178931,0.3672721733,0.4200518074,0.3902411794,0.5616705464,1.743678477
22.22825506,0.4604126825,0.3589189293,0.3662594367,0.4171754406,0.3863899897,0.5554067622,1.736435838
22.22825506,0.4603831094,0.3588993772,0.3661186974,0.4168866349,0.3857974435,0.554651129,1.735229851
22.22825506,0.4603930499,0.3588682551,0.3661466736,0.4167648504,0.3858664229,0.5543836272,1.735262067
63.65008229,0.5235182288,0.4056441085,0.4085304438,0.4541681273,0.4120272449,0.5726015355,1.746597866
63.65008229,0.5261000728,0.4098787908,0.4173491169,0.4723938313,0.4328202716,0.598148716,1.771322906
63.65008229,0.5263019686,0.4102297941,0.4182803279,0.474969003,0.4363473747,0.6037664671,1.777928032
63.65008229,0.5263263333,0.410252803,0.4183997375,0.4752460924,0.436858835,0.6044808618,1.778987426
63.65008229,0.5263142181,0.4102878916,0.4183639998,0.4753772267,0.4367632147,0.6047643687,1.778914731
81.73047381,0.5031583793,0.3928959646,0.4029481291,0.4613301324,0.4274600643,0.5977815469,1.774996004
81.73047381,0.5021105702,0.3915252991,0.3994820823,0.4549486962,0.4194020571,0.5887449877,1.765560591
81.73047381,0.5020511042,0.3913634794,0.399186996,0.4539107719,0.4182387588,0.586514407,1.763291772
81.73047381,0.5020288751,0.3913844374,0.3990987749,0.4538974754,0.4179098011,0.5864266812,1.762717557
81.73047381,0.5020483846,0.3913381182,0.3991621876,0.4537483493,0.4181049463,0.5861227752,1.762953947
