1.00E-05,0.003,0,0.0003,1.2,0,0,0.0003,1.2,0,0,0.12
9.90E-06,0.0029318,1.36E-05,0.000299986,1.18337,0.0164132,2.93E-05,0.000284428,1.19948,0.00028822,6.81E-08,0.119885
9.91E-06,0.00287458,2.51E-05,0.000299975,1.14824,0.0499081,0.000342973,0.000256974,1.19384,0.00342334,9.74E-06,0.118644
9.91E-06,0.00282656,3.48E-05,0.000299965,1.10526,0.0880274,0.00131125,0.000231173,1.17613,0.0133582,0.000150932,0.114833
9.91E-06,0.00278638,4.32E-05,0.000299957,1.05828,0.125624,0.00322432,0.000209873,1.13977,0.0340572,0.00101362,0.107446
9.91E-06,0.00275293,5.04E-05,0.00029995,1.00908,0.160273,0.00629009,0.000192906,1.07718,0.0702592,0.00456714,0.0960516
9.91E-06,0.00272533,5.68E-05,0.000299943,0.958765,0.190796,0.0107042,0.000179466,0.975762,0.128709,0.0169239,0.0807917
9.91E-06,0.00270288,6.25E-05,0.000299937,0.908138,0.21679,0.0168966,0.000168642,0.809388,0.217242,0.0581354,0.0625742
9.91E-06,0.00268498,6.76E-05,0.000299932,0.857799,0.238685,0.0267446,0.000159174,0.536512,0.320427,0.191045,0.0443678
9.91E-06,0.00267108,7.22E-05,0.000299928,0.807982,0.258541,0.0456604,0.000148961,0.243144,0.331181,0.451517,0.0332514
9.91E-06,0.00266064,7.61E-05,0.000299924,0.759121,0.278484,0.0714917,0.00013847,0.112077,0.2676,0.639665,0.0298198
9.91E-06,0.00265313,7.94E-05,0.000299921,0.712452,0.297443,0.0982244,0.000129375,0.0632805,0.21601,0.737975,0.0287086
9.91E-06,0.00264808,8.23E-05,0.000299918,0.668871,0.314089,0.124726,0.000121819,0.040824,0.180141,0.795392,0.0282235
9.91E-06,0.0026451,8.47E-05,0.000299915,0.628755,0.327957,0.150743,0.000115579,0.0287075,0.154566,0.832605,0.0279684
9.91E-06,0.00264386,8.67E-05,0.000299913,0.592192,0.339099,0.176028,0.000110413,0.021463,0.135711,0.858421,0.0278179
9.91E-06,0.00264403,8.84E-05,0.000299912,0.55913,0.347796,0.200305,0.00010612,0.0168164,0.121434,0.877164,0.0277222
9.91E-06,0.00264534,8.98E-05,0.00029991,0.529449,0.354413,0.223312,0.000102539,0.0136802,0.110403,0.89121,0.027658
9.91E-06,0.00264754,9.09E-05,0.000299909,0.502985,0.359318,0.24483,9.95E-05,0.0114797,0.101747,0.901983,0.0276131
