pid,time,cpu
8914,18:31:24,0
8987,18:31:24,0
141,18:31:25,21.6
249,18:31:25,0
395,18:31:25,0.6
9158,18:31:25,36.5
8978,18:31:25,0
6043,18:31:25,0.4
6020,18:31:25,0
6338,18:31:25,0
172,18:31:25,0
406,18:31:25,0
343,18:31:25,0
6002,18:31:25,0.2
8945,18:31:25,0
6350,18:31:25,0
6211,18:31:25,0
582,18:31:25,0
8988,18:31:25,0.2
6007,18:31:25,0
8914,18:31:25,0
8987,18:31:25,0
141,18:31:26,5.1
249,18:31:26,0
395,18:31:26,0.3
9158,18:31:26,7.9
8978,18:31:26,0
6043,18:31:26,0.4
6020,18:31:26,0
6338,18:31:26,0
172,18:31:26,0
406,18:31:26,0
343,18:31:26,0
6002,18:31:26,0.6
8945,18:31:26,0
6350,18:31:26,0
6211,18:31:26,0
582,18:31:26,0
8988,18:31:26,0.2
6007,18:31:26,0
8914,18:31:26,0
8987,18:31:26,0
141,18:31:27,9.2
249,18:31:27,0
395,18:31:27,0.3
9158,18:31:27,8.8
8978,18:31:27,0
6043,18:31:27,0.3
6020,18:31:27,0
6338,18:31:27,0
172,18:31:27,1.2
406,18:31:27,0
343,18:31:27,0
6002,18:31:27,0
8945,18:31:27,0
6350,18:31:27,0
6211,18:31:27,0
582,18:31:27,0
8988,18:31:27,0.2
6007,18:31:27,0
8914,18:31:27,0
8987,18:31:27,0
141,18:31:28,5.6
249,18:31:28,0
395,18:31:28,0.6
9158,18:31:28,6.6
8978,18:31:28,5.5
6043,18:31:28,0.3
6020,18:31:28,0
6338,18:31:28,0
172,18:31:28,0
406,18:31:28,0
343,18:31:28,0
6002,18:31:28,0
8945,18:31:28,0
6350,18:31:28,0
6211,18:31:28,0
582,18:31:28,0
8988,18:31:28,0.2
